server,timestamp,elapsed_s,goodput_bps,goodput_mbps,bytes_acked,snd_cwnd,rtt_us,rtt_ms,rttvar_us,retransmits,total_retrans,lost,pacing_rate,delivery_rate,snd_ssthresh,cc_algo
speed.mymanga.pro:9215,1773107048.9959917,43.914,21939642.84336604,21.93964284336604,142401950,1787,442190,442.19,2692,354,15779,354,18446744073709551615,3596694,893,mycc
speedtestfl.telecom.mu:5204,1773107069.1969838,1.137,519880.33932093956,0.5198803393209396,73886,61,325568,325.568,9141,0,0,0,18446744073709551615,105749,2147483647,mycc
speedtestfl.telecom.mu:5204,1773107070.414584,2.355,4890091.553725731,4.890091553725731,818158,576,410884,410.884,26,0,0,0,18446744073709551615,1015200,2147483647,mycc
speedtestfl.telecom.mu:5204,1773107071.9178662,3.858,19102690.05104879,19.10269005104879,4407750,1731,469512,469.512,2900,1,9,1,18446744073709551615,5389252,865,mycc
speedtestfl.telecom.mu:5204,1773107073.3223898,5.262,40215383.74639412,40.21538374639412,11468182,1732,433881,433.881,21814,1,241,1,18446744073709551615,5164325,866,mycc
speedtestfl.telecom.mu:5204,1773107074.4964902,6.436,27351991.38581153,27.35199138581153,15482430,1732,488200,488.2,1354,1,926,1,18446744073709551615,4516315,866,mycc
speedtestfl.telecom.mu:5204,1773107075.7474146,7.687,18826858.732108995,18.826858732108995,18426302,1733,321068,321.068,1147,192,1571,192,18446744073709551615,1752817,866,mycc
speedtestfl.telecom.mu:5204,1773107077.0818799,9.022,37207724.54111295,37.20772454111295,24632854,1734,355140,355.14,14383,79,2006,79,18446744073709551615,1616175,867,mycc
speedtestfl.telecom.mu:5204,1773107078.1885734,10.129,19663503.83126234,19.66350383126234,27353038,1735,452150,452.15,2283,111,2675,111,18446744073709551615,4174198,867,mycc
speedtestfl.telecom.mu:5204,1773107079.6430068,11.583,30266014.761615753,30.266014761615754,32855526,1735,528410,528.41,11831,467,3251,467,18446744073709551615,3576207,867,mycc
